sample_id,time,line_id,line_name,station_id,nearest_boarding_station,destination_station,current_location,walk_distance_m,inflow_30m,outflow_30m,weather,temperature,headway,online_vehicle,total_vehicle,is_peak,scenic_name,scenic_type,scenic_intensity,advice_intent,crowding_adjusted,congestion_adjusted,seat_pressure,boarding_convenience,advice_level,recommended_action,user_question,assistant_answer
TA00741,2024-04-07 11:39:00,d288657336e08c8f69db3df62d8f24c1,107B路,3de2c7760a21d9abc8abdcacaf08f885,行政服务中心,新大兴,行政服务中心北侧路口约766米,766,309,139,暴雨,17.8,25.3,8,9,0,高笋塘步行区,商圈客流,0.703,通勤出行,0.99,0.99,0.961,0.1,强提醒,避让/错峰,外面天气感觉一般，我从行政服务中心北侧路口约766米出发去新大兴，帮我看看路况和车上挤不挤。,"您好！从行政服务中心北侧路口约766米前往新大兴，当前外面是暴雨，距离行政服务中心站还有766米步行路程，请务必备好雨具注意安全。

目前107B路的车厢拥挤度在 99% 左右，道路拥堵指数 99%。受路况影响，预计当前发车间隔较长（约 25.3 分钟）。另外，受高笋塘步行区商圈客流影响，途经该区域可能会有客流聚集。

💡 **综合建议**：车厢目前非常拥挤且路况不佳，等候时间较长。建议您在室内稍作休息错开当前高峰，或者考虑打车/骑行等其他交通方式。"
TA00742,2024-04-07 19:25:00,2784f60394214283364aa4321717a939,104路,7d4fdf0708e29f37faf86899e40aa413,桥南第一村,人武部,桥南第一村商圈附近约469米,469,19,12,晴,15.1,37.4,11,14,0,人武部换乘口,换乘热点,0.319,景区避堵,0.43,0.99,0.712,0.414,强提醒,避让/错峰,外面天气感觉一般，我从桥南第一村商圈附近约469米出发去人武部，帮我看看路况和车上挤不挤。,"您好！从桥南第一村商圈附近约469米前往人武部，距离上车点桥南第一村约469米，走过去很近。

目前104路的车厢拥挤度在 43% 左右，道路拥堵指数 99%。受路况影响，预计当前发车间隔较长（约 37.4 分钟）。

💡 **综合建议**：车厢目前非常拥挤且路况不佳，等候时间较长。建议您在室内稍作休息错开当前高峰，或者考虑打车/骑行等其他交通方式。"
TA00743,2024-04-07 11:51:00,c2b333726a91ce0fb6190c8e428177d5,101路,7d4fdf0708e29f37faf86899e40aa413,桥南第一村,泽胜温泉城（西门）,桥南第一村东侧约393米,393,9,3,多云,5.9,37.8,13,19,0,江东滨江带,滨江休闲,0.442,换乘规划,0.548,0.945,0.758,0.509,强提醒,避让/错峰,我现在在桥南第一村东侧约393米，要去泽胜温泉城（西门），走过去坐101路合适吗？,"您好！从桥南第一村东侧约393米前往泽胜温泉城（西门），距离上车点桥南第一村约393米，走过去很近。

目前101路的车厢拥挤度在 55% 左右，道路拥堵指数 94%。受路况影响，预计当前发车间隔较长（约 37.8 分钟）。

💡 **综合建议**：车厢目前非常拥挤且路况不佳，等候时间较长。建议您在室内稍作休息错开当前高峰，或者考虑打车/骑行等其他交通方式。"
TA00744,2024-04-07 09:54:00,c2b333726a91ce0fb6190c8e428177d5,101路,2f1ed7e40d9eff8afa3e6c4744047399,客运中心,图书馆,客运中心商圈附近约201米,201,56,26,阴,29.6,10.5,19,19,1,白鹤梁,文化景区,0.934,换乘规划,0.832,0.762,0.715,0.749,普通,常态候车,请帮我判断下，现在从客运中心商圈附近约201米去图书馆，推荐按原计划等车还是换个方案？,"您好！从客运中心商圈附近约201米前往图书馆，目前正值高峰时段，周边道路和客流压力较大。

目前101路的车厢拥挤度在 83% 左右，道路拥堵指数 76%。另外，受白鹤梁文化景区影响，途经该区域可能会有客流聚集。

💡 **综合建议**：整体路况和客流处于常态水平，您可以按原计划步行前往站点正常候车。建议通过App留意车辆到站预估时间。"
TA00745,2024-04-07 09:59:00,2784f60394214283364aa4321717a939,104路,74b4ed846dccb4a0966a1a7dea8cf2c8,电信局,森林公园,电信局东侧约609米,609,8,1,多云,23.3,43.8,9,14,0,实验中学考点周边,高峰集散,0.527,晚高峰回家,0.43,0.99,0.712,0.239,强提醒,避让/错峰,我现在在电信局东侧约609米，要去森林公园，走过去坐104路合适吗？,"您好！从电信局东侧约609米前往森林公园，距离上车点电信局约609米，走过去很近。

目前104路的车厢拥挤度在 43% 左右，道路拥堵指数 99%。受路况影响，预计当前发车间隔较长（约 43.8 分钟）。

💡 **综合建议**：车厢目前非常拥挤且路况不佳，等候时间较长。建议您在室内稍作休息错开当前高峰，或者考虑打车/骑行等其他交通方式。"
TA00746,2024-04-07 19:44:00,9ec58d2a5da942dc4a73dd5e0e5440c2,108路,2f1ed7e40d9eff8afa3e6c4744047399,客运中心,江东师院,客运中心北侧路口约406米,406,69,28,小雨,23.0,10.3,10,14,1,实验中学考点周边,高峰集散,0.738,晚高峰回家,0.846,0.692,0.699,0.493,普通,常态候车,外面天气感觉一般，我从客运中心北侧路口约406米出发去江东师院，帮我看看路况和车上挤不挤。,"您好！从客运中心北侧路口约406米前往江东师院，当前外面是小雨，距离客运中心站还有406米步行路程，请务必备好雨具注意安全。

目前108路的车厢拥挤度在 85% 左右，道路拥堵指数 69%。另外，受实验中学考点周边高峰集散影响，途经该区域可能会有客流聚集。

💡 **综合建议**：整体路况和客流处于常态水平，您可以按原计划步行前往站点正常候车。建议通过App留意车辆到站预估时间。"
TA00747,2024-04-07 19:22:00,0579abf0fa4403b90a190dbaea38636c,127路,ab7d34b4451981c825686277f734aa4b,万达停车场,大华公寓,万达停车场对面天桥下约213米,213,72,47,阴,29.6,9.4,19,19,1,实验中学考点周边,高峰集散,0.468,晚高峰回家,0.904,0.762,0.743,0.734,强提醒,避让/错峰,我现在在万达停车场对面天桥下约213米，要去大华公寓，走过去坐127路合适吗？,"您好！从万达停车场对面天桥下约213米前往大华公寓，目前正值高峰时段，周边道路和客流压力较大。

目前127路的车厢拥挤度在 90% 左右，道路拥堵指数 76%。

💡 **综合建议**：车厢目前非常拥挤且路况不佳，等候时间较长。建议您在室内稍作休息错开当前高峰，或者考虑打车/骑行等其他交通方式。"
TA00748,2024-04-07 23:59:00,d288657336e08c8f69db3df62d8f24c1,107B路,fe24e7558457ffb3668f9b88e6746382,奥体中心,万达停车场,奥体中心对面天桥下约492米,492,113,29,多云,21.6,8.6,6,9,0,江东滨江带,滨江休闲,0.663,雨天出行,0.873,0.615,0.678,0.385,强提醒,避让/错峰,我刚到奥体中心对面天桥下约492米附近，准备回万达停车场，坐107B路的话要等很久吗？,"您好！从奥体中心对面天桥下约492米前往万达停车场，距离上车点奥体中心约492米，走过去很近。

目前107B路的车厢拥挤度在 87% 左右，道路拥堵指数 62%。

💡 **综合建议**：车厢目前非常拥挤且路况不佳，等候时间较长。建议您在室内稍作休息错开当前高峰，或者考虑打车/骑行等其他交通方式。"
TA00749,2024-04-07 18:03:00,0579abf0fa4403b90a190dbaea38636c,127路,92aaf0a5a4f504eff43f8c80520d8bac,行政服务中心,罗家花园,行政服务中心北侧路口约355米,355,36,25,小雨,27.3,9.8,15,19,1,江东滨江带,滨江休闲,0.899,景区避堵,0.924,0.886,0.793,0.556,强提醒,避让/错峰,外面天气感觉一般，我从行政服务中心北侧路口约355米出发去罗家花园，帮我看看路况和车上挤不挤。,"您好！从行政服务中心北侧路口约355米前往罗家花园，目前正值高峰时段，周边道路和客流压力较大。

目前127路的车厢拥挤度在 92% 左右，道路拥堵指数 89%。另外，受江东滨江带滨江休闲影响，途经该区域可能会有客流聚集。

💡 **综合建议**：车厢目前非常拥挤且路况不佳，等候时间较长。建议您在室内稍作休息错开当前高峰，或者考虑打车/骑行等其他交通方式。"
TA00750,2024-04-07 13:31:00,d288657336e08c8f69db3df62d8f24c1,107B路,4847a31e8e4b56724a442bed9b002c43,森林公园,奥体中心,森林公园对面天桥下约678米,678,36,25,阴,29.3,9.8,7,9,1,实验中学考点周边,高峰集散,0.752,雨天出行,0.517,0.657,0.521,0.152,普通,常态候车,我刚到森林公园对面天桥下约678米附近，准备回奥体中心，坐107B路的话要等很久吗？,"您好！从森林公园对面天桥下约678米前往奥体中心，目前正值高峰时段，周边道路和客流压力较大。

目前107B路的车厢拥挤度在 52% 左右，道路拥堵指数 66%。另外，受实验中学考点周边高峰集散影响，途经该区域可能会有客流聚集。

💡 **综合建议**：整体路况和客流处于常态水平，您可以按原计划步行前往站点正常候车。建议通过App留意车辆到站预估时间。"
TA00751,2024-04-07 06:33:00,9ec58d2a5da942dc4a73dd5e0e5440c2,108路,e59bc529c71f917f694d120f2061d05b,中心医院,公安局,中心医院东侧约602米,602,247,124,大雪,11.1,20.9,12,14,0,图书馆文化区,文教热点,0.792,雨天出行,0.975,0.958,0.914,0.248,强提醒,避让/错峰,我刚到中心医院东侧约602米附近，准备回公安局，坐108路的话要等很久吗？,"您好！从中心医院东侧约602米前往公安局，距离上车点中心医院约602米，走过去很近。

目前108路的车厢拥挤度在 98% 左右，道路拥堵指数 96%。受路况影响，预计当前发车间隔较长（约 20.9 分钟）。另外，受图书馆文化区文教热点影响，途经该区域可能会有客流聚集。

💡 **综合建议**：车厢目前非常拥挤且路况不佳，等候时间较长。建议您在室内稍作休息错开当前高峰，或者考虑打车/骑行等其他交通方式。"
TA00752,2024-04-07 11:27:00,21c4fd80af0c3078a9bd828c0a66a048,202路,4c854e70cb36c0d8f4553849ab0c7741,中天广场,火炬广场,中天广场北侧路口约740米,740,62,47,晴,7.7,11.0,19,19,1,宏声桥商圈,商圈客流,0.705,换乘规划,0.781,0.817,0.709,0.1,普通,常态候车,我现在在中天广场北侧路口约740米，要去火炬广场，走过去坐202路合适吗？,"您好！从中天广场北侧路口约740米前往火炬广场，目前正值高峰时段，周边道路和客流压力较大。

目前202路的车厢拥挤度在 78% 左右，道路拥堵指数 82%。另外，受宏声桥商圈商圈客流影响，途经该区域可能会有客流聚集。

💡 **综合建议**：整体路况和客流处于常态水平，您可以按原计划步行前往站点正常候车。建议通过App留意车辆到站预估时间。"
TA00753,2024-04-07 16:49:00,21c4fd80af0c3078a9bd828c0a66a048,202路,fe24e7558457ffb3668f9b88e6746382,奥体中心,实验中学,奥体中心公交港湾约660米,660,32,14,小雨,12.2,10.4,14,19,1,图书馆文化区,文教热点,0.698,晚高峰回家,0.665,0.888,0.668,0.175,强提醒,避让/错峰,我刚到奥体中心公交港湾约660米附近，准备回实验中学，坐202路的话要等很久吗？,"您好！从奥体中心公交港湾约660米前往实验中学，当前外面是小雨，距离奥体中心站还有660米步行路程，请务必备好雨具注意安全。

目前202路的车厢拥挤度在 66% 左右，道路拥堵指数 89%。

💡 **综合建议**：车厢目前非常拥挤且路况不佳，等候时间较长。建议您在室内稍作休息错开当前高峰，或者考虑打车/骑行等其他交通方式。"
TA00754,2024-04-07 16:03:00,14cb7122f64146b02a21c2c791af904d,102路,16f2fe2ff2b9cfc296f58e44ff01bb00,金帝服装厂,沙溪温泉,金帝服装厂商圈附近约687米,687,18,7,阴,26.3,11.5,15,20,1,江东滨江带,滨江休闲,0.391,景区避堵,0.685,0.766,0.649,0.141,普通,常态候车,外面天气感觉一般，我从金帝服装厂商圈附近约687米出发去沙溪温泉，帮我看看路况和车上挤不挤。,"您好！从金帝服装厂商圈附近约687米前往沙溪温泉，目前正值高峰时段，周边道路和客流压力较大。

目前102路的车厢拥挤度在 68% 左右，道路拥堵指数 77%。

💡 **综合建议**：整体路况和客流处于常态水平，您可以按原计划步行前往站点正常候车。建议通过App留意车辆到站预估时间。"
TA00755,2024-04-07 15:56:00,d288657336e08c8f69db3df62d8f24c1,107B路,6e0ad44c3f0a9d2f3209659f40eb74b9,蒿枝坝,李志沧骨科医院,蒿枝坝商圈附近约344米,344,36,10,阴,11.5,8.3,7,9,1,图书馆文化区,文教热点,0.488,晚高峰回家,0.578,0.696,0.553,0.57,普通,常态候车,请帮我判断下，现在从蒿枝坝商圈附近约344米去李志沧骨科医院，推荐按原计划等车还是换个方案？,"您好！从蒿枝坝商圈附近约344米前往李志沧骨科医院，目前正值高峰时段，周边道路和客流压力较大。

目前107B路的车厢拥挤度在 58% 左右，道路拥堵指数 70%。

💡 **综合建议**：整体路况和客流处于常态水平，您可以按原计划步行前往站点正常候车。建议通过App留意车辆到站预估时间。"
TA00756,2024-04-07 19:52:00,8a4d70b6fab532acf71a70c6d76b4e15,105路,cdefbce7d3b2383a7ae3fc110df92241,桥南新苑,奥体中心,桥南新苑公交港湾约640米,640,58,18,小雨,8.0,8.2,18,22,1,江东滨江带,滨江休闲,0.471,雨天出行,0.685,0.722,0.614,0.2,普通,常态候车,我现在在桥南新苑公交港湾约640米，要去奥体中心，走过去坐105路合适吗？,"您好！从桥南新苑公交港湾约640米前往奥体中心，当前外面是小雨，距离桥南新苑站还有640米步行路程，请务必备好雨具注意安全。

目前105路的车厢拥挤度在 68% 左右，道路拥堵指数 72%。

💡 **综合建议**：整体路况和客流处于常态水平，您可以按原计划步行前往站点正常候车。建议通过App留意车辆到站预估时间。"
TA00757,2024-04-07 20:40:00,c2b333726a91ce0fb6190c8e428177d5,101路,d9cdef6aab1d2755e902a75df225c7d7,江东师院,杨树新村菜市场,江东师院商圈附近约447米,447,49,22,阴,22.4,8.4,16,19,1,江东滨江带,滨江休闲,0.296,晚高峰回家,0.667,0.709,0.602,0.441,普通,常态候车,我刚到江东师院商圈附近约447米附近，准备回杨树新村菜市场，坐101路的话要等很久吗？,"您好！从江东师院商圈附近约447米前往杨树新村菜市场，目前正值高峰时段，周边道路和客流压力较大。

目前101路的车厢拥挤度在 67% 左右，道路拥堵指数 71%。

💡 **综合建议**：整体路况和客流处于常态水平，您可以按原计划步行前往站点正常候车。建议通过App留意车辆到站预估时间。"
TA00758,2024-04-07 20:00:00,21c4fd80af0c3078a9bd828c0a66a048,202路,f7aeb848e101cfa4978d9503f33fd943,图书馆,中心医院,图书馆东侧约736米,736,43,26,晴,33.3,9.4,15,19,1,图书馆文化区,文教热点,0.827,换乘规划,0.63,0.574,0.55,0.1,普通,常态候车,请帮我判断下，现在从图书馆东侧约736米去中心医院，推荐按原计划等车还是换个方案？,"您好！从图书馆东侧约736米前往中心医院，目前正值高峰时段，周边道路和客流压力较大。

目前202路的车厢拥挤度在 63% 左右，道路拥堵指数 57%。另外，受图书馆文化区文教热点影响，途经该区域可能会有客流聚集。

💡 **综合建议**：整体路况和客流处于常态水平，您可以按原计划步行前往站点正常候车。建议通过App留意车辆到站预估时间。"
